Long., Lat., Transv. Pred., Normal Pred., Capacity, Equiv. Dip, Transv. Trac., Normal Trac., Friction
170.225,-46.05,0.3845,-0.8407,2.95543859156418E-17,64.585,0.45097,-5.29074,0.029207559605985
170.256,-46.019,0.381,-0.6841,2.37754678179359E-17,64.136,0.53165,-3.97052,0.024323931049376
170.302,-45.992,0.5619,-0.3769,1.45739786297628E-17,43.28,0.98816,-1.34468,0.019269228505778
170.363,-45.976,0.3275,-0.1003,1.83406198658882E-17,25,0.82751,-0.34219,0.01039502155253
170.429,-45.947,-0.0204,0.0039,2.72275402225852E-19,65,-0.15276,0.0357,0.004205854509899
170.129,-44.991,-0.0474,0.0102,8.49189030341199E-19,76.769,-2.34603,7.34131,0.034518731790491
170.192,-45.012,-0.0664,0.0119,1.03492323647462E-19,50,-6.88065,6.39923,0.08804606119741
170.271,-45.039,-0.0495,-0.0014,2.39517957638936E-19,50,-9.34554,-0.65806,0.156326297560808
170.355,-45.102,-0.0521,-0.0233,1.039905619565E-19,50,-13.49882,-14.61827,0.148283636950626
170.436,-45.202,-0.0487,-0.0186,7.42262606052114E-20,50,-16.11062,-14.90501,0.168105824954714
170.547,-45.298,-0.0612,-0.0148,1.27570628466238E-19,50,-12.39494,-7.25605,0.142157412547421
170.679,-45.393,-0.0329,-0.0078,2.93409465841034E-19,50,-4.65505,-2.68533,0.065536631973584
170.82,-45.507,0.0057,0.0021,1.92651533200241E-19,50,1.52809,1.38049,0.026233960829789
170.587,-43.825,-0.0129,0.0646,4.02600354089907E-18,54.324,-0.20481,1.82772,0.015937830774318
170.503,-43.907,0.2557,-0.2635,3.9566582190767E-18,25,2.44555,-3.79326,0.0356248704837
170.422,-43.96,0.5615,-0.4313,7.87105348013566E-19,25,10.4061,-9.73029,0.097500756402874
170.346,-43.988,0.5631,-0.1704,7.87343084703136E-19,25,13.84492,-5.09981,0.117299181769597
170.283,-44.004,0.2306,-0.0692,3.15810416328715E-18,25,3.04872,-1.11443,0.03254426856676
170.228,-44.01,-0.0396,-0.002,2.84336161317584E-18,25,-0.83475,-0.05259,0.011996922089687
170.344,-44.641,-0.0508,-0.1001,3.4891139244873E-18,50.7,-0.13139,-0.63016,0.007117579441732
170.315,-44.576,-0.004,-0.0192,3.85539201537116E-17,50,-0.01192,-0.14029,0.001871678407564
170.44,-44.798,0.0176,0.0126,4.05279492911817E-19,40,2.69789,3.29016,0.041965444278329
170.416,-44.762,-0.1042,-0.0731,4.21289727572124E-19,40,-6.73068,-8.04808,0.086893902578487
170.393,-44.727,-0.195,-0.1444,7.07872578405133E-19,40,-12.57629,-15.86576,0.141951032062895
170.37,-44.691,-0.1487,-0.1023,1.13055277517645E-19,40,-17.8568,-20.9278,0.181153088636554
170.49,-44.665,-0.0088,0.0051,1.70352702071989E-19,65.761,-0.84249,2.26709,0.019013644999219
170.554,-44.59,0.0502,-0.0651,1.01548908139274E-18,62.015,2.20176,-14.19792,0.067917643687496
170.608,-44.504,0.0643,-0.102,5.26047159449827E-19,69.341,3.42075,-29.22382,0.085082549501357
170.64,-44.422,-0.0094,-0.0942,2.69479211325685E-19,57.053,-0.81907,-26.27522,0.112416969347805
170.649,-44.35,-0.0694,-0.1305,3.83704255321714E-19,37.303,-6.98231,-23.89827,0.143549532782777
170.637,-44.282,-0.076,-0.1332,2.30388403551655E-19,39.193,-7.8414,-24.99887,0.149098752903398
170.64,-44.208,-0.0282,-0.1363,3.68037585847529E-19,49.821,-2.59955,-29.66058,0.141119759600812
170.655,-44.137,-0.0177,-0.1178,4.00402666548517E-19,54.792,-1.55885,-27.88377,0.123267335141374
170.667,-44.084,-0.0222,-0.1232,2.54775555691847E-19,48.954,-2.36709,-33.50025,0.154663379727621
170.843,-43.755,-0.1369,-0.4819,5.1027851872875E-19,25,-6.41557,-28.87032,0.152525866219222
170.836,-43.828,-0.051,-0.5267,1.09521148046453E-18,30.901,-0.9363,-22.08578,0.126725445853181
170.8,-43.903,0.3557,-0.6061,4.18547559301689E-18,61.689,3.82088,-21.05951,0.091761324411067
170.745,-43.961,0.5711,-0.6575,2.05301824313637E-18,46.717,6.20096,-21.75963,0.127409553492555
170.705,-44.002,0.4403,-0.6632,3.23241366083611E-18,56.94,4.07261,-21.85604,0.104932224537961
170.68,-44.041,0.17,-0.5485,5.35749384757581E-18,65,1.11534,-18.13996,0.070424177113169
170.682,-44.082,-0.0304,-0.0255,4.4289687337838E-20,40,-15.99132,-22.81186,0.174647327685265
170.708,-44.13,-0.0284,-0.0214,9.98870092197018E-20,40,-14.32191,-18.36791,0.156920187073613
170.741,-44.195,-0.045,-0.0272,1.24249168551289E-20,40,-17.55037,-18.06441,0.175443773932834
170.802,-44.273,-0.0465,-0.0185,1.92805138656377E-19,40,-14.18043,-9.64272,0.146216763367296
170.869,-44.369,-0.0937,-0.0624,1.05740502349499E-20,40,-20.79441,-23.58969,0.20123930039598
170.931,-44.497,-0.0791,-0.0686,3.27766841724296E-19,40,-7E-05,-0.00205,4.22779218189361E-05
170.968,-44.67,0.0021,-0.0088,1.24369282069748E-13,80,0,-0.00026,2.0565545879226E-06
170.876,-43.712,0.1742,-0.0056,5.74608775233622E-19,26.859,12.25555,-0.49948,0.144954106162261
170.942,-43.687,0.1409,-0.0596,1.23207623499212E-19,30.577,13.92338,-7.98398,0.129163946317831
171.023,-43.656,0.4834,-0.3057,4.71953741828134E-19,34.541,12.93382,-13.7637,0.135442412553778
171.11,-43.592,0.1862,-0.5461,3.06530125045656E-18,40.981,0.93054,-15.07734,0.094829300288909
171.139,-43.501,-0.7206,-0.4349,2.01095454327002E-17,82.983,-1.7692,-18.11414,0.02663277343773
171.115,-43.425,-0.8342,-0.3924,8.39973866583154E-18,74.807,-2.02247,-15.24291,0.043993434409703
171.106,-43.378,-0.2439,-0.2049,1.6293362856508E-17,66.697,-0.59251,-3.62199,0.02148090110869
171.109,-43.348,0.033,0.0392,1.3891710651333E-17,66.68,0.1383,1.04839,0.007670379700894
170.894,-43.63,-0.0242,-0.1463,2.43462048403843E-15,25,-0.00125,-0.00926,0.000142160707429
170.862,-43.692,0.1761,-0.8963,9.24229833929903E-18,65,0.00906,-0.05667,0.00066659770591
171.563,-43.353,0.8252,0.0052,7.21639954350443E-19,79.014,19.55017,7.95019,0.230326674275006
171.504,-43.351,0.6935,0.0033,3.20926188172329E-18,88.033,5.86552,12.22238,0.061080454440881
171.437,-43.336,0.7002,0.0015,7.28965884974721E-18,89.52,3.06829,22.40384,0.025495858183772
171.348,-43.316,0.6482,0.0084,1.01499785308466E-17,88.918,1.34359,10.40793,0.014846471516148
171.249,-43.302,0.5771,0.0185,3.45157310470854E-17,86.927,0.38165,5.63079,0.006318141822684
171.167,-43.297,0.2322,0.0108,1.27700477547509E-16,87.507,0.07916,0.09759,0.002083560094633
171.105,-43.294,-0.0328,-0.0003,9.00958692080909E-17,65.286,-0.01859,-0.00303,0.000647717400931
171.186,-42.657,-0.0096,0.0171,6.77530849160098E-19,40,-0.56556,1.71994,0.018256895257724
171.296,-42.519,0.0735,-0.1064,1.43254554742061E-18,40,2.46254,-6.0757,0.053207942956039
171.409,-42.386,0.111,-0.1674,1.08591574789918E-19,40,7.93179,-20.3826,0.133148337666243
171.514,-42.271,0.1817,-0.2223,2.35956311276309E-20,40,11.78238,-18.30113,0.143268012974202
171.609,-42.181,0.4091,-0.4414,2.14305778435404E-18,26.123,5.95377,-8.21012,0.071756669774936
171.707,-42.104,0.404,-0.51,4.52211159611138E-18,28.958,4.11405,-6.76871,0.060084920100895
171.805,-42.011,0.225,-0.3481,1.11510929940321E-18,32.211,4.13199,-8.56935,0.070369769640334
171.889,-41.915,0.0614,-0.0816,1.73324031705855E-19,36.526,5.1613,-9.95334,0.082838005069815
171.984,-41.791,-0.015,0.0196,2.46689253909785E-20,76.416,-11.83855,28.94011,0.100656053516437
171.79,-42.753,14.8585,-0.0407,3.22786683085741E-17,82.551,14.56698,-3.19005,0.216740960612701
171.718,-42.773,15.0816,-0.1603,3.24497094391242E-17,89.073,14.61954,-1.36174,0.258841220676458
171.64,-42.794,15.3797,0.0661,3.35357786983801E-17,50,14.42247,0.19492,0.284874452423742
171.555,-42.818,15.6733,0.5487,3.55296645881448E-17,50,14.0719,1.21171,0.213844649500598
171.464,-42.843,15.7166,0.9719,3.64736513096377E-17,51.448,13.49436,2.19374,0.188025060811349
171.354,-42.864,15.8202,1.6928,3.88457939108773E-17,54.242,12.77658,3.67656,0.165969411571264
171.219,-42.882,16.2079,1.9717,4.22661295571265E-17,50,12.38413,3.78898,0.155337755109855
171.41,-42.754,17.9048,-3.4052,4.23025152283122E-17,55.193,13.5648,-8.67282,0.154050522894017
171.335,-42.793,18.045,-1.9762,4.0408097117093E-17,62.817,14.01658,-6.86197,0.169039659481249
171.262,-42.831,18.2476,-1.2765,4.00594742062499E-17,67.696,14.31194,-7.29985,0.172367868849831
171.187,-42.87,18.4004,-1.0483,4.10064608097959E-17,76.204,14.29625,-10.60803,0.159061952826845
171.175,-43.992,-0.0309,0.0371,2.21593793828498E-18,25,-0.87209,1.27112,0.014375985422297
171.293,-43.894,0.0764,-0.2755,2.28152020003382E-18,25,1.16028,-5.09288,0.038256537984094
171.38,-43.78,0.0433,-0.7329,1.58520281660672E-18,25,0.79221,-16.33231,0.095435427697124
171.432,-43.662,0.0453,-0.6817,1.47899366959141E-18,25,0.98856,-18.09517,0.103474791208917
171.492,-43.592,0.3764,-0.4218,1.18368180417149E-18,25,10.18088,-13.88843,0.107820660553994
171.565,-43.556,0.2595,-0.3134,7.53948496185057E-19,25,8.04082,-11.82338,0.092180512584422
171.599,-43.499,-0.0947,-0.4793,1.31946932285668E-18,25,-2.90187,-17.88155,0.103958520128873
171.596,-43.428,-0.1236,-0.6185,5.86132124724363E-19,25,-4.10472,-25.0066,0.134898658648982
171.594,-43.373,-0.1613,-0.8798,1.32606550532686E-18,25,-4.56775,-30.33933,0.155931200755521
171.364,-42.198,-0.0234,0.0283,7.19410379711976E-18,44.686,-0.21197,0.50257,0.006791750909239
171.457,-42.103,0.0629,-0.1869,6.7728533280057E-18,44.073,0.32183,-1.85139,0.018153007375347
171.526,-42.006,0.1627,-0.5547,4.00061889742684E-18,42.836,1.06286,-6.69158,0.051355312892725
171.571,-41.905,0.206,-0.6227,4.63040052912476E-18,40,1.8394,-9.71426,0.069982339197203
171.651,-41.811,0.289,-0.4435,1.28444309301892E-18,40,5.07468,-13.269,0.096392815316709
171.739,-41.737,0.174,-0.1977,3.44706449481887E-20,40,11.8819,-23.00523,0.156343335609624
171.802,-41.675,0.0417,-0.1106,1.79902678543058E-19,40,6.65493,-30.03737,0.1632373787309
171.877,-41.581,0.0423,-0.1544,3.50699477094856E-19,40,3.91508,-29.63343,0.157615411185659
171.969,-41.445,0.0061,-0.1455,4.35777319404271E-19,57.497,0.53362,-31.13552,0.1243509193535
172.045,-41.275,-0.0297,-0.1446,2.41496237529176E-19,40,-3.23556,-32.60105,0.16746090995958
172.088,-41.111,-0.0724,-0.1335,2.61571734380692E-19,40,-9.26357,-29.10123,0.16606166613649
172.087,-40.975,-0.068,-0.1197,2.28489715944891E-19,40,-8.87944,-26.62433,0.15702148869205
172.106,-40.856,-0.0034,-0.2422,2.5335683715094E-19,40,-0.09291,-11.17779,0.075688933211026
172.178,-40.753,0.0236,-0.1792,4.01179570348798E-18,40,0.24036,-3.11358,0.027569256322902
172.271,-40.673,0.0105,-0.0035,4.23253168091645E-18,40,0.16239,-0.09207,0.0033438067123
172.15,-42.387,13.2991,-0.5475,4.13875384322257E-17,80,9.85489,-13.45452,0.104178746312641
172.034,-42.444,13.4932,-0.2966,4.75463649961093E-17,80,9.3634,-6.82486,0.117075632173103
171.941,-42.491,13.7066,-0.1147,4.67512186011471E-17,80,9.49332,-2.63467,0.146604439902526
171.865,-42.528,13.8076,-0.1311,4.13024913734628E-17,80,10.48104,-3.30142,0.154363257612737
171.799,-42.561,13.8357,-0.4351,3.69289030120545E-17,80,11.33823,-10.69189,0.126364597229698
171.732,-42.594,13.9606,-0.965,3.92900921146414E-17,78.142,11.37411,-11.47717,0.124867665620229
171.659,-42.63,14.2921,-1.4404,3.99424888359527E-17,67.165,11.29989,-7.74417,0.135952881869227
171.58,-42.669,14.7331,-1.5096,4.10693705307156E-17,61.172,11.38016,-6.23726,0.140609888041031
171.493,-42.712,14.9933,-1.4152,4.19352481746014E-17,68.595,11.38613,-6.86379,0.140425399054532
171.784,-42.747,4.5674,0.3985,1.41728427370899E-17,50,9.84207,2.47731,0.13337333043737
171.687,-42.754,4.2012,0.746,1.60400887084133E-17,63.479,7.96921,6.67938,0.100236229892388
171.582,-42.752,3.7369,0.9054,2.04689005843292E-17,70.652,6.09761,12.37586,0.074470289433787
171.49,-42.74,3.6623,0.6637,2.0909648777327E-17,74.62,5.58259,12.49124,0.066114856409535
171.625,-43.339,3.2582,-0.5278,4.14301076216691E-17,80.233,2.53286,-5.34641,0.035459512975501
171.7,-43.316,3.312,-0.3539,3.91244883624735E-17,63.325,2.67237,-2.48166,0.042655929220931
171.803,-43.285,3.2714,-0.1558,3.79610039311163E-17,80.085,3.42689,-1.85532,0.056954662800554
171.945,-43.242,2.7224,-0.121,1.04617883859794E-17,67.666,6.31302,-3.42301,0.0907503676352
172.113,-43.172,0.9347,-0.0357,9.53064089379073E-19,51.061,9.43974,-1.85134,0.135696495516058
172.288,-43.082,-0.1687,0.0585,1.03693094612667E-18,58.668,-10.73946,11.30094,0.122543967087711
171.746,-43.748,0.0048,0.001,5.10419185171864E-12,85,0,0,3.73452257507654E-09
171.911,-43.754,0.0048,0.0012,2.25515674412873E-11,85,0,0,7.73807880896695E-10
172.107,-43.748,0,0.0002,1.1576808139773E-11,45,0,0,1.37680714238388E-10
172.178,-43.417,-0.0201,-0.0007,5.43689788762249E-19,30,-2.24725,-0.10447,0.034422602507286
172.096,-43.438,0.1174,-0.0222,5.94646329782653E-19,30,4.93167,-1.24122,0.056853314574395
171.992,-43.482,0.297,-0.0921,1.12193335815877E-18,30,7.81581,-3.2301,0.080555962735859
171.881,-43.532,0.1361,-0.0648,1.99889999688176E-18,30,2.72281,-1.72978,0.033321372238211
171.787,-43.564,-0.0234,0.0058,1.40111069245705E-18,30,-0.87128,0.28685,0.012371210860477
171.949,-42.71,18.6825,-1.4124,4.55504752575116E-17,60.081,13.08473,-5.03005,0.166257196616286
171.866,-42.732,19.1959,-1.0513,4.43319149481948E-17,79.065,13.62776,-8.26732,0.161667500993774
171.895,-42.62,-0.2518,-0.0238,1.09610957665858E-15,89.163,-0.00971,-9.39848,0.001580510626978
171.973,-42.616,1.6483,0.0759,2.10894947252639E-15,89.61,0.03897,10.83558,0.00090013825708
172.065,-42.611,3.9193,0.2453,1.27149402568341E-16,86.62,0.22443,4.62876,0.004816599605961
172.162,-42.596,4.3289,0.045,1.37346724744516E-17,50,3.26121,0.45455,0.057728444044537
172.246,-42.573,4.5324,-0.1248,1.44264244754438E-17,89.719,10.70967,-2.2749,0.171778257127633
172.31,-42.556,4.3652,-0.0219,1.06588820732989E-17,75.956,11.47744,-2.32334,0.180239483762907
172.363,-42.538,4.3395,-0.0354,1.20249514953789E-17,89.94,12.519,-6.91424,0.155942460859541
172.416,-42.518,4.3983,-0.0454,9.42658280918785E-18,89.998,13.71596,-1.33046,0.243899862901477
172.475,-42.495,4.4298,0.0127,9.89277919788957E-18,50,14.14514,0.19492,0.279397348748562
172.541,-42.469,4.4594,-0.001,1.04258738695232E-17,85.045,13.07702,-0.03276,0.389467421982827
172.616,-42.44,4.3731,-0.022,1.23378702243145E-17,87.503,11.53695,-7.32089,0.141593955952903
172.709,-42.415,4.1337,-0.0302,1.27845547051061E-17,82.188,11.60408,-4.88682,0.156941539178851
172.807,-42.385,3.7031,-0.0689,6.96931302101761E-18,78.75,14.63475,-10.84349,0.161699204282989
172.895,-42.345,3.3778,-0.041,5.12736546952791E-18,84.887,17.47833,-15.00466,0.175178537127719
172.983,-42.306,3.3915,-0.0025,7.27135275313003E-18,89.692,14.63395,-5.09158,0.196637227184292
173.072,-42.266,3.4465,-0.0126,9.69606373347704E-18,87.257,12.01351,-23.90566,0.103460497118217
172.555,-42.595,6.6273,0.024,1.71228071851613E-17,84.941,12.25618,4.96107,0.164193199549917
172.516,-42.607,6.6338,0.0225,1.71705241415011E-17,83.645,12.26971,0.57323,0.250635936848227
172.474,-42.621,6.683,0.0308,1.70708110804851E-17,60,12.39784,0.42652,0.240769989073259
172.429,-42.635,6.6839,0.062,1.70203413906872E-17,81.186,12.35059,1.54793,0.211606239817993
172.381,-42.651,6.5445,-0.0516,1.74719536707714E-17,84.477,11.86254,-4.44052,0.164316183641031
172.329,-42.668,6.2799,-0.3005,1.79335527335783E-17,78.303,11.01982,-7.69472,0.133496522485724
172.273,-42.686,6.0805,-0.1763,1.88465166849518E-17,65.651,10.22077,-3.00781,0.147623727408018
172.216,-42.696,6.1578,0.1032,1.97963064208104E-17,87.417,10.03982,3.46327,0.146569268880774
172.156,-42.697,6.2963,0.1189,1.9366081131273E-17,82.497,10.17122,14.23868,0.101759738768798
172.093,-42.698,6.3208,0.1092,1.99331217470768E-17,82.41,10.08175,11.00002,0.109109867817285
172.025,-42.699,6.3648,0.1061,2.02105053253045E-17,83.799,10.01293,12.7921,0.103238908896398
172.026,-42.69,11.7125,0.4906,2.67772518785176E-17,75.86,13.94497,4.06963,0.193524814034277
172.094,-42.671,11.2818,0.8003,2.61093797829346E-17,50,13.7774,3.4009,0.175486021455239
172.158,-42.654,10.9901,0.4559,2.47327041103161E-17,58.311,13.44691,1.60458,0.208638130939288
172.218,-42.638,11.0489,-0.1702,2.80875897888571E-17,50,12.94928,-0.7033,0.214364625494445
172.273,-42.624,10.6878,-0.4527,2.73080553524852E-17,87.036,12.28606,-2.4274,0.194335870924017
172.325,-42.614,10.4017,-0.1277,2.75179302039168E-17,50,11.83608,-0.66842,0.197452272270293
172.376,-42.606,10.5214,0.3829,2.90455286562056E-17,76.229,11.60703,2.80668,0.174928685161035
172.427,-42.601,10.5953,0.5411,2.92934034157566E-17,72.206,11.47677,7.55127,0.137568843253909
172.473,-42.597,10.6205,0.579,2.94042477894902E-17,74.957,11.4473,8.49918,0.133426732378381
172.516,-42.594,10.6305,0.6395,2.95085248993347E-17,75.292,11.42813,10.41438,0.126586216502744
172.555,-42.59,10.6155,0.7106,2.94910776448246E-17,74.906,11.4049,11.40598,0.123595230525289
173.274,-42.048,4.3854,0.2405,2.27340104511531E-17,55,6.4054,1.1694,0.102795378788086
173.149,-42.089,5.5168,0.1551,1.79928160357827E-17,65.529,9.14882,1.06118,0.15933378615749
173.053,-42.113,5.8259,0.1879,1.69396832917213E-17,58.574,11.11482,1.41118,0.176807403031392
172.96,-42.128,6.1436,0.1877,1.46587209666562E-17,55,12.97263,1.62696,0.19606100415251
172.841,-42.146,5.935,-0.1832,1.41172056347738E-17,75.911,12.73489,-2.89617,0.1911910997245
172.691,-42.199,5.7313,-0.6494,1.58978387764607E-17,70.227,11.74485,-12.9062,0.128068404033789
172.543,-42.272,5.7664,-0.5311,1.55429262075387E-17,70.73,12.31542,-10.80103,0.138018332852987
172.419,-42.316,5.7794,0.1304,1.19879509658712E-17,73.736,14.65828,2.53116,0.224122238260854
172.286,-42.342,5.9883,0.2198,1.02612090684483E-17,58.819,17.8016,2.9866,0.246464354992904
172.716,-41.879,5.1821,-1.1704,1.85095411166003E-17,71.987,8.8078,-23.83194,0.097104226387317
172.562,-41.981,5.1312,-0.781,1.91021845706918E-17,77.971,8.02373,-20.63686,0.081559765484792
172.44,-42.063,4.293,-0.6907,2.52446438136331E-17,76.608,4.98676,-15.85165,0.060296994183594
172.373,-42.165,3.6305,-0.9551,3.87052294678664E-17,76.929,3.3712,-17.82058,0.049325510338516
172.326,-42.26,5.4198,-0.9034,2.95556463842245E-17,78.522,5.50371,-17.9411,0.061584404970614
172.254,-42.322,7.1874,-0.7853,2.47788869269686E-17,74.454,8.80277,-15.1721,0.095346372610256
172.584,-42.588,16.843,2.0747,4.58600516719982E-17,69.411,11.30086,11.33534,0.124427184132289
172.603,-42.586,15.4591,0.8796,5.14488897053866E-17,69.693,9.77951,6.88638,0.120386491820249
172.631,-42.58,15.2573,0.0095,5.16580442894957E-17,87.848,9.36586,0.26961,0.215125133417817
172.727,-43.117,-0.0734,0.0174,2.82202609040967E-18,25,-1.64101,0.47265,0.019192238271203
172.876,-43.079,0.342,-0.1574,2.84779750621057E-18,25,3.53241,-1.97952,0.037006266071237
173.016,-43.028,0.8834,-0.6194,3.66313569214559E-18,25,8.03673,-6.86006,0.077511066908945
173.127,-42.977,0.9343,-0.9098,3.66501743914124E-18,25,7.93985,-9.41245,0.083833522899552
173.193,-42.947,0.9313,-0.8758,3.96619661890365E-18,25,7.22671,-8.27441,0.076762153140373
173.242,-42.925,0.4081,-0.3597,4.91318674434904E-18,25,2.81542,-3.0213,0.034394462107639
173.279,-42.909,-0.0569,0.0509,4.68046264625465E-18,25,-0.74906,0.81576,0.011116572877231
172.665,-42.567,13.5543,-2.1337,9.97227838032115E-17,79.059,4.2091,-21.60024,0.051901026976126
172.7,-42.55,11.7651,-0.9274,1.08248162423214E-16,82.394,4.01301,-13.60446,0.045209082532235
172.743,-42.529,7.8298,-0.0306,5.90529745569472E-17,80.99,4.26236,-0.45046,0.09006885093116
172.791,-42.52,3.8067,0.829,8.90794253985504E-18,48.111,5.95478,10.18829,0.087389662302718
172.849,-42.527,2.0214,1.0437,2.88962227646035E-18,46.958,14.41699,16.89865,0.154027435439299
172.924,-42.536,1.6627,0.8885,3.72040441733823E-18,51.029,14.89152,19.49597,0.157668826832387
172.927,-42.548,14.001,2.2076,3.60487303765533E-17,60.486,12.12556,6.88197,0.145187139258925
172.858,-42.562,12.485,1.7332,3.850355268412E-17,51.119,11.80239,5.01491,0.142980521700413
172.804,-42.573,8.3565,0.9148,1.90277042333219E-17,62.057,13.32527,4.65624,0.172321833955688
172.754,-42.578,3.074,0.2594,1.00546363590553E-18,66.203,18.21854,7.00175,0.216930275731771
172.706,-42.577,0.8893,0.0243,6.87079906274981E-19,50,21.88946,4.08858,0.267109262674052
172.666,-42.576,1.3742,-0.0062,2.94382867643869E-18,87.243,18.69746,-2.37303,0.297142034429873
174.458,-41.369,-0.2006,-0.1379,1.53444118809988E-17,55.126,-0.69448,-1.19668,0.015529931522181
174.391,-41.361,1.527,0.2836,2.08063018518818E-17,48.201,2.58857,1.18118,0.040479801363956
174.312,-41.365,3.777,0.5503,1.76901599317573E-17,51.567,6.11576,3.11894,0.083222901396873
174.22,-41.381,4.2888,0.1258,2.220568653728E-17,87.839,5.89546,2.41857,0.093058664329796
174.103,-41.411,4.6628,-0.0191,2.85941517230589E-17,88.386,5.59744,-12.2168,0.059724371375679
173.956,-41.457,4.8864,-0.0357,2.51131799058409E-17,86.091,6.29636,-13.75914,0.065374441219309
173.789,-41.51,4.954,-0.034,2.00786191266862E-17,86.616,7.51028,-15.01681,0.075619322869491
173.601,-41.57,5.0057,-0.0157,1.8737755823225E-17,87.497,8.49873,-14.4987,0.08617486987195
173.387,-41.637,5.0636,-0.0037,1.72777731534528E-17,89.997,9.28705,-5.68449,0.121506743553124
173.155,-41.711,5.1426,-0.0078,1.59371124706006E-17,86.861,10.11636,-0.33387,0.2252408582365
172.918,-41.786,5.2477,0.1312,1.53131754656928E-17,64.345,10.75005,1.92078,0.167460472285639
172.834,-41.75,0.0614,-0.0781,2.70627087863545E-19,45,7.37163,-18.76773,0.12327723828342
172.902,-41.606,0.0579,-0.0806,2.42290741769104E-19,45,7.55001,-21.04217,0.1312221360913
172.98,-41.501,0.0716,-0.0564,2.08558975782229E-19,45,11.32482,-17.85558,0.139626505058735
173.063,-41.435,0.0804,-0.0481,1.29234369711841E-19,45,14.24008,-17.0485,0.155535124016326
173.17,-41.361,0.0756,-0.0564,2.22086307361402E-19,45,11.83113,-17.57867,0.141873747613824
173.278,-41.274,0.0575,-0.0733,2.14384628961935E-19,44.399,8.38758,-20.84383,0.134165524341147
173.364,-41.184,0.0493,-0.0744,2.16845202240591E-19,43.142,7.67254,-21.77538,0.135442669242082
173.458,-41.108,0.0682,-0.0605,1.60463694093603E-19,41.782,11.8551,-19.01175,0.145554250313285
173.543,-41.058,0.0531,-0.0731,1.88056355950016E-19,40.54,6.57107,-15.63044,0.1112047049899
173.602,-40.991,0.0286,-0.0963,4.51621141880911E-19,40,2.58475,-14.86241,0.096327968394276
173.649,-40.925,0.0547,-0.0856,2.08159329628646E-19,40,6.01201,-16.038,0.110711809387064
173.707,-40.881,0.0568,-0.081,2.20586371855416E-19,40,8.37133,-20.35282,0.134594847951226
173.776,-40.797,0.0376,-0.1015,2.12217248250254E-19,40,2.07359,-9.53367,0.06960549185644
173.852,-40.675,0.0257,-0.0551,1.62397539630416E-18,40,0.8378,-3.12933,0.029177480209446
173.964,-40.579,0.0065,0.0001,3.53909765472902E-19,48.002,0.40714,0.01402,0.010466127497868
173.621,-42.335,16.5711,-0.3483,5.10799733457017E-17,86.527,10.47145,-30.52928,0.083350749342671
173.522,-42.361,16.5947,-0.1883,4.7762131061875E-17,82.531,11.0313,-11.89739,0.119155031189091
173.395,-42.395,16.6533,-0.0971,4.48495952664692E-17,86.143,11.73536,-8.50024,0.138476173540473
173.233,-42.446,16.6599,-0.0562,4.3028227661562E-17,85.239,12.32898,-7.55674,0.150025591650751
173.054,-42.509,16.5387,-0.0722,4.06003645570565E-17,86.739,12.71612,-13.20273,0.132495817306486
173.171,-42.232,3.2485,0.0214,5.99564403772213E-18,82.88,16.40265,9.0433,0.186968935359033
173.262,-42.212,3.2559,-0.0242,7.37964171984886E-18,88.263,13.60502,-5.79677,0.177120738035391
173.346,-42.195,3.6343,-0.0138,9.61440176963837E-18,78.695,12.63797,-1.51841,0.216684093587145
173.302,-42.046,2.603,0.1763,7.04527415356936E-17,54.724,0.44105,0.2946,0.00926892802773
173.228,-42.083,1.3065,-0.1682,5.9504488470496E-16,85.871,0.00365,-0.67623,0.000974249142044
173.176,-42.135,0.1184,-0.3148,3.90889825506028E-14,89.993,0.00018,-12.25076,1.59782767523409E-05
173.137,-42.208,0.0229,-0.0654,6.45574086338995E-17,84.625,8E-05,-4.83835,0.006150650417763
173.908,-39.301,-0.0032,-0.0051,1.0334591083564E-18,84.415,-0.02732,-3.25291,0.004715861117856
173.816,-39.372,0.0114,0.0327,1.5392450533589E-17,83.287,0.04333,9.18271,0.012167139652862
173.745,-39.421,0.0037,0.0427,1.58361680370943E-23,41.63,0.0254,21.36452,0.11953465816557
173.684,-39.454,0.0295,0.0535,1.44925285886464E-24,40.383,3.10796,19.46698,0.115331118216149
173.609,-39.519,0.0647,0.1358,8.89841946992791E-19,57.42,2.76475,16.59572,0.08287043526357
173.533,-39.586,0.0243,0.1758,8.65707109427458E-19,40,0.63496,11.93233,0.079130471344724
173.466,-39.626,0.0295,0.1645,2.15664735600721E-18,56.284,0.0218,3.10352,0.023188459553216
173.393,-39.693,0.0196,0.0664,1.34726528648236E-16,80,0.00852,0.91054,0.002978053633624
173.308,-39.8,-0.01,-0.0095,3.457701274574E-18,80,-0.01031,-0.32443,0.001268046232938
173.285,-42.855,0.0028,0.0806,5.36170904678486E-18,25,0.02937,1.03674,0.009617947716374
173.306,-42.819,-0.0102,-0.5674,6.50821479501814E-18,25,-0.06076,-4.09867,0.030974417577124
173.333,-42.774,-0.294,-1.1043,3.22005954560849E-18,25,-2.57645,-11.78339,0.075640736990197
173.347,-42.713,-0.4621,-0.8888,2.0206118351058E-18,25,-4.45484,-10.43254,0.073711490925211
173.37,-42.652,-0.1889,-0.3598,6.18926800311693E-18,25,-1.52046,-4.01365,0.032984409103706
